,Rank,Team,Wins Overall,Losses Overall,Wins Home,Losses Home,Wins Road,Losses Road,Perc_WinHome,Perc_LossHome,Perc_WinRoad,Perc_LossRoad,Year,difference
19,20,Golden State Warriors,36,46,26,15,10,31,63.41463414634146,36.58536585365854,24.390243902439025,75.60975609756098,2011,39.02439024390244
20,21,Milwaukee Bucks,35,47,22,19,13,28,53.65853658536586,46.34146341463415,31.70731707317073,68.29268292682927,2011,21.951219512195127
21,22,Charlotte Hornets,34,48,21,20,13,28,51.21951219512195,48.78048780487805,31.70731707317073,68.29268292682927,2011,19.51219512195122
22,23,Los Angeles Clippers,32,50,23,18,9,32,56.09756097560976,43.90243902439025,21.951219512195124,78.04878048780488,2011,34.146341463414636
23,24,Detroit Pistons,30,52,21,20,9,32,51.21951219512195,48.78048780487805,21.951219512195124,78.04878048780488,2011,29.268292682926827
24,25,Brooklyn Nets,24,58,19,22,5,36,46.34146341463415,53.65853658536586,12.195121951219512,87.8048780487805,2011,34.146341463414636
25,26,Sacramento Kings,24,58,11,30,13,28,26.82926829268293,73.17073170731707,31.70731707317073,68.29268292682927,2011,-4.878048780487802
26,27,Washington Wizards,23,59,20,21,3,38,48.78048780487805,51.21951219512195,7.317073170731707,92.6829268292683,2011,41.463414634146346
27,28,Toronto Raptors,22,60,16,25,6,35,39.02439024390244,60.97560975609756,14.634146341463413,85.36585365853658,2011,24.390243902439025
28,29,Cleveland Cavaliers,19,63,12,29,7,34,29.268292682926827,70.73170731707317,17.073170731707318,82.92682926829268,2011,12.195121951219509
29,30,Minnesota Timberwolves,17,65,12,29,5,36,29.268292682926827,70.73170731707317,12.195121951219512,87.8048780487805,2011,17.073170731707314
0,1,Chicago Bulls,50,16,26,7,24,9,78.78787878787878,21.21212121212121,72.72727272727273,27.27272727272727,2012,6.060606060606048
1,2,San Antonio Spurs,50,16,28,5,22,11,84.84848484848484,15.151515151515152,66.66666666666666,33.33333333333333,2012,18.181818181818187
2,3,Oklahoma City Thunder,47,19,26,7,21,12,78.78787878787878,21.21212121212121,63.63636363636363,36.36363636363637,2012,15.151515151515149
3,4,Miami Heat,46,20,28,5,18,15,84.84848484848484,15.151515151515152,54.54545454545454,45.45454545454545,2012,30.303030303030305
4,5,Indiana Pacers,42,24,23,10,19,14,69.6969696969697,30.303030303030305,57.57575757575758,42.42424242424242,2012,12.121212121212125
5,6,Los Angeles Lakers,41,25,26,7,15,18,78.78787878787878,21.21212121212121,45.45454545454545,54.54545454545454,2012,33.33333333333333
6,7,Memphis Grizzlies,41,25,26,7,15,18,78.78787878787878,21.21212121212121,45.45454545454545,54.54545454545454,2012,33.33333333333333
7,8,Atlanta Hawks,40,26,23,10,17,16,69.6969696969697,30.303030303030305,51.515151515151516,48.484848484848484,2012,18.181818181818187
8,9,Los Angeles Clippers,40,26,24,9,16,17,72.72727272727273,27.27272727272727,48.484848484848484,51.515151515151516,2012,24.24242424242425
9,10,Boston Celtics,39,27,24,9,15,18,72.72727272727273,27.27272727272727,45.45454545454545,54.54545454545454,2012,27.27272727272728
10,11,Denver Nuggets,38,28,20,13,18,15,60.60606060606061,39.39393939393939,54.54545454545454,45.45454545454545,2012,6.060606060606069
11,12,Orlando Magic,37,29,21,12,16,17,63.63636363636363,36.36363636363637,48.484848484848484,51.515151515151516,2012,15.151515151515149
12,13,Dallas Mavericks,36,30,23,10,13,20,69.6969696969697,30.303030303030305,39.39393939393939,60.60606060606061,2012,30.30303030303031
13,14,New York Knicks,36,30,22,11,14,19,66.66666666666666,33.33333333333333,42.42424242424242,57.57575757575758,2012,24.242424242424235
14,15,Utah Jazz,36,30,25,8,11,22,75.75757575757575,24.242424242424242,33.33333333333333,66.66666666666666,2012,42.42424242424242
15,16,Philadelphia 76ers,35,31,19,14,16,17,57.57575757575758,42.42424242424242,48.484848484848484,51.515151515151516,2012,9.090909090909093
16,17,Houston Rockets,34,32,22,11,12,21,66.66666666666666,33.33333333333333,36.36363636363637,63.63636363636363,2012,30.30303030303029
17,18,Phoenix Suns,33,33,19,14,14,19,57.57575757575758,42.42424242424242,42.42424242424242,57.57575757575758,2012,15.151515151515156
18,19,Milwaukee Bucks,31,35,17,16,14,19,51.515151515151516,48.484848484848484,42.42424242424242,57.57575757575758,2012,9.090909090909093
19,20,Portland Trail Blazers,28,38,20,13,8,25,60.60606060606061,39.39393939393939,24.242424242424242,75.75757575757575,2012,36.36363636363637
20,21,Minnesota Timberwolves,26,40,13,20,13,20,39.39393939393939,60.60606060606061,39.39393939393939,60.60606060606061,2012,0.0
21,22,Detroit Pistons,25,41,18,15,7,26,54.54545454545454,45.45454545454545,21.21212121212121,78.78787878787878,2012,33.33333333333333
22,23,Golden State Warriors,23,43,12,21,11,22,36.36363636363637,63.63636363636363,33.33333333333333,66.66666666666666,2012,3.0303030303030383
23,24,Toronto Raptors,23,43,13,20,10,23,39.39393939393939,60.60606060606061,30.303030303030305,69.6969696969697,2012,9.090909090909086
24,25,Brooklyn Nets,22,44,9,24,13,20,27.27272727272727,72.72727272727273,39.39393939393939,60.60606060606061,2012,-12.121212121212121
